0.500000	2	9777
0.500000	3	6352
0.500000	4	4413
0.500000	5	3217
0.500000	6	2399
0.500000	7	1935
0.500000	8	1536
0.500000	9	1236
0.500000	10	1119
0.500000	11	841
0.500000	12	767
0.500000	13	705
0.500000	14	604
0.500000	15	549
0.500000	16	497
0.500000	17	442
0.500000	18	381
0.500000	19	360
0.500000	20	337
0.500000	21	315
0.500000	22	288
0.500000	23	273
0.500000	24	234
0.500000	25	202
0.500000	26	205
0.500000	27	176
0.500000	28	153
0.500000	29	123
0.500000	30	127
0.500000	31	107
0.500000	32	129
0.500000	33	90
0.500000	34	72
0.500000	35	58
0.500000	36	47
0.500000	37	41
0.500000	38	27
0.500000	39	24
0.500000	40	16
0.500000	41	13
0.500000	42	12
0.500000	43	2
0.500000	44	2
0.500000	45	1
0.501000	2	9731
0.501000	3	6311
0.501000	4	4394
0.501000	5	3210
0.501000	6	2392
0.501000	7	1924
0.501000	8	1543
0.501000	9	1229
0.501000	10	1117
0.501000	11	849
0.501000	12	769
0.501000	13	705
0.501000	14	597
0.501000	15	557
0.501000	16	493
0.501000	17	437
0.501000	18	382
0.501000	19	354
0.501000	20	343
0.501000	21	311
0.501000	22	286
0.501000	23	277
0.501000	24	235
0.501000	25	210
0.501000	26	211
0.501000	27	175
0.501000	28	159
0.501000	29	125
0.501000	30	132
0.501000	31	112
0.501000	32	126
0.501000	33	95
0.501000	34	74
0.501000	35	55
0.501000	36	51
0.501000	37	44
0.501000	38	28
0.501000	39	25
0.501000	40	18
0.501000	41	13
0.501000	42	12
0.501000	43	2
0.501000	44	2
0.501000	45	1
0.502000	2	9693
0.502000	3	6284
0.502000	4	4368
0.502000	5	3203
0.502000	6	2379
0.502000	7	1918
0.502000	8	1534
0.502000	9	1222
0.502000	10	1111
0.502000	11	860
0.502000	12	772
0.502000	13	696
0.502000	14	598
0.502000	15	565
0.502000	16	498
0.502000	17	432
0.502000	18	384
0.502000	19	354
0.502000	20	344
0.502000	21	319
0.502000	22	290
0.502000	23	272
0.502000	24	243
0.502000	25	215
0.502000	26	217
0.502000	27	179
0.502000	28	158
0.502000	29	124
0.502000	30	132
0.502000	31	115
0.502000	32	125
0.502000	33	96
0.502000	34	77
0.502000	35	59
0.502000	36	50
0.502000	37	44
0.502000	38	29
0.502000	39	29
0.502000	40	17
0.502000	41	15
0.502000	42	11
0.502000	43	3
0.502000	44	2
0.502000	45	1
0.503000	2	9647
0.503000	3	6250
0.503000	4	4354
0.503000	5	3187
0.503000	6	2385
0.503000	7	1906
0.503000	8	1528
0.503000	9	1218
0.503000	10	1112
0.503000	11	851
0.503000	12	775
0.503000	13	694
0.503000	14	587
0.503000	15	573
0.503000	16	506
0.503000	17	429
0.503000	18	385
0.503000	19	354
0.503000	20	345
0.503000	21	325
0.503000	22	286
0.503000	23	277
0.503000	24	245
0.503000	25	217
0.503000	26	223
0.503000	27	177
0.503000	28	163
0.503000	29	130
0.503000	30	136
0.503000	31	117
0.503000	32	121
0.503000	33	97
0.503000	34	81
0.503000	35	65
0.503000	36	47
0.503000	37	49
0.503000	38	30
0.503000	39	29
0.503000	40	17
0.503000	41	17
0.503000	42	10
0.503000	43	4
0.503000	44	2
0.503000	45	1
0.504000	2	9609
0.504000	3	6204
0.504000	4	4359
0.504000	5	3170
0.504000	6	2379
0.504000	7	1895
0.504000	8	1538
0.504000	9	1213
0.504000	10	1108
0.504000	11	853
0.504000	12	782
0.504000	13	689
0.504000	14	586
0.504000	15	578
0.504000	16	507
0.504000	17	435
0.504000	18	389
0.504000	19	349
0.504000	20	347
0.504000	21	325
0.504000	22	298
0.504000	23	275
0.504000	24	247
0.504000	25	213
0.504000	26	220
0.504000	27	181
0.504000	28	165
0.504000	29	131
0.504000	30	142
0.504000	31	119
0.504000	32	119
0.504000	33	102
0.504000	34	82
0.504000	35	67
0.504000	36	47
0.504000	37	47
0.504000	38	34
0.504000	39	29
0.504000	40	18
0.504000	41	16
0.504000	42	11
0.504000	43	3
0.504000	44	3
0.504000	45	2
0.505000	2	9570
0.505000	3	6189
0.505000	4	4336
0.505000	5	3156
0.505000	6	2371
0.505000	7	1881
0.505000	8	1529
0.505000	9	1206
0.505000	10	1112
0.505000	11	850
0.505000	12	789
0.505000	13	688
0.505000	14	589
0.505000	15	580
0.505000	16	496
0.505000	17	445
0.505000	18	395
0.505000	19	349
0.505000	20	354
0.505000	21	320
0.505000	22	306
0.505000	23	280
0.505000	24	253
0.505000	25	203
0.505000	26	220
0.505000	27	186
0.505000	28	173
0.505000	29	130
0.505000	30	139
0.505000	31	126
0.505000	32	120
0.505000	33	102
0.505000	34	82
0.505000	35	71
0.505000	36	48
0.505000	37	45
0.505000	38	37
0.505000	39	31
0.505000	40	19
0.505000	41	17
0.505000	42	11
0.505000	43	3
0.505000	44	2
0.505000	45	3
0.506000	2	9509
0.506000	3	6163
0.506000	4	4304
0.506000	5	3146
0.506000	6	2348
0.506000	7	1882
0.506000	8	1508
0.506000	9	1210
0.506000	10	1113
0.506000	11	848
0.506000	12	792
0.506000	13	685
0.506000	14	592
0.506000	15	595
0.506000	16	502
0.506000	17	447
0.506000	18	389
0.506000	19	356
0.506000	20	351
0.506000	21	328
0.506000	22	301
0.506000	23	274
0.506000	24	263
0.506000	25	208
0.506000	26	228
0.506000	27	186
0.506000	28	175
0.506000	29	132
0.506000	30	139
0.506000	31	127
0.506000	32	123
0.506000	33	102
0.506000	34	83
0.506000	35	74
0.506000	36	47
0.506000	37	48
0.506000	38	39
0.506000	39	31
0.506000	40	18
0.506000	41	17
0.506000	42	10
0.506000	43	5
0.506000	44	2
0.506000	45	3
0.507000	2	9448
0.507000	3	6144
0.507000	4	4279
0.507000	5	3124
0.507000	6	2349
0.507000	7	1874
0.507000	8	1497
0.507000	9	1204
0.507000	10	1128
0.507000	11	837
0.507000	12	782
0.507000	13	686
0.507000	14	596
0.507000	15	594
0.507000	16	500
0.507000	17	461
0.507000	18	393
0.507000	19	357
0.507000	20	346
0.507000	21	328
0.507000	22	306
0.507000	23	269
0.507000	24	270
0.507000	25	213
0.507000	26	227
0.507000	27	193
0.507000	28	176
0.507000	29	133
0.507000	30	139
0.507000	31	131
0.507000	32	126
0.507000	33	105
0.507000	34	86
0.507000	35	76
0.507000	36	46
0.507000	37	45
0.507000	38	45
0.507000	39	31
0.507000	40	17
0.507000	41	18
0.507000	42	11
0.507000	43	5
0.507000	44	2
0.507000	45	4
0.508000	2	9409
0.508000	3	6096
0.508000	4	4246
0.508000	5	3106
0.508000	6	2347
0.508000	7	1866
0.508000	8	1498
0.508000	9	1210
0.508000	10	1125
0.508000	11	845
0.508000	12	778
0.508000	13	680
0.508000	14	590
0.508000	15	599
0.508000	16	499
0.508000	17	458
0.508000	18	395
0.508000	19	363
0.508000	20	350
0.508000	21	319
0.508000	22	311
0.508000	23	267
0.508000	24	277
0.508000	25	214
0.508000	26	224
0.508000	27	207
0.508000	28	174
0.508000	29	142
0.508000	30	131
0.508000	31	135
0.508000	32	120
0.508000	33	114
0.508000	34	84
0.508000	35	86
0.508000	36	46
0.508000	37	45
0.508000	38	44
0.508000	39	33
0.508000	40	21
0.508000	41	17
0.508000	42	13
0.508000	43	5
0.508000	44	2
0.508000	45	4
0.509000	2	9370
0.509000	3	6061
0.509000	4	4247
0.509000	5	3086
0.509000	6	2335
0.509000	7	1876
0.509000	8	1477
0.509000	9	1220
0.509000	10	1114
0.509000	11	857
0.509000	12	771
0.509000	13	671
0.509000	14	598
0.509000	15	598
0.509000	16	504
0.509000	17	449
0.509000	18	410
0.509000	19	362
0.509000	20	350
0.509000	21	321
0.509000	22	308
0.509000	23	270
0.509000	24	285
0.509000	25	218
0.509000	26	229
0.509000	27	204
0.509000	28	182
0.509000	29	142
0.509000	30	130
0.509000	31	139
0.509000	32	119
0.509000	33	117
0.509000	34	86
0.509000	35	86
0.509000	36	47
0.509000	37	46
0.509000	38	45
0.509000	39	33
0.509000	40	23
0.509000	41	15
0.509000	42	14
0.509000	43	6
0.509000	44	2
0.509000	45	4
0.510000	2	9330
0.510000	3	6033
0.510000	4	4243
0.510000	5	3070
0.510000	6	2342
0.510000	7	1863
0.510000	8	1472
0.510000	9	1206
0.510000	10	1112
0.510000	11	856
0.510000	12	772
0.510000	13	683
0.510000	14	592
0.510000	15	594
0.510000	16	510
0.510000	17	453
0.510000	18	404
0.510000	19	375
0.510000	20	353
0.510000	21	320
0.510000	22	306
0.510000	23	272
0.510000	24	276
0.510000	25	228
0.510000	26	229
0.510000	27	208
0.510000	28	185
0.510000	29	145
0.510000	30	132
0.510000	31	137
0.510000	32	125
0.510000	33	114
0.510000	34	91
0.510000	35	83
0.510000	36	48
0.510000	37	50
0.510000	38	48
0.510000	39	32
0.510000	40	23
0.510000	41	17
0.510000	42	14
0.510000	43	7
0.510000	44	2
0.510000	45	4
0.511000	2	9287
0.511000	3	5982
0.511000	4	4242
0.511000	5	3060
0.511000	6	2343
0.511000	7	1852
0.511000	8	1457
0.511000	9	1202
0.511000	10	1104
0.511000	11	856
0.511000	12	777
0.511000	13	687
0.511000	14	595
0.511000	15	585
0.511000	16	509
0.511000	17	468
0.511000	18	393
0.511000	19	379
0.511000	20	361
0.511000	21	318
0.511000	22	308
0.511000	23	272
0.511000	24	276
0.511000	25	227
0.511000	26	225
0.511000	27	212
0.511000	28	186
0.511000	29	155
0.511000	30	129
0.511000	31	138
0.511000	32	133
0.511000	33	115
0.511000	34	97
0.511000	35	85
0.511000	36	51
0.511000	37	48
0.511000	38	47
0.511000	39	33
0.511000	40	27
0.511000	41	18
0.511000	42	14
0.511000	43	7
0.511000	44	1
0.511000	45	5
0.512000	2	9234
0.512000	3	5939
0.512000	4	4231
0.512000	5	3064
0.512000	6	2343
0.512000	7	1854
0.512000	8	1449
0.512000	9	1204
0.512000	10	1096
0.512000	11	854
0.512000	12	770
0.512000	13	696
0.512000	14	595
0.512000	15	586
0.512000	16	507
0.512000	17	470
0.512000	18	400
0.512000	19	379
0.512000	20	361
0.512000	21	314
0.512000	22	310
0.512000	23	271
0.512000	24	277
0.512000	25	231
0.512000	26	232
0.512000	27	214
0.512000	28	185
0.512000	29	159
0.512000	30	135
0.512000	31	138
0.512000	32	137
0.512000	33	112
0.512000	34	100
0.512000	35	87
0.512000	36	55
0.512000	37	49
0.512000	38	45
0.512000	39	35
0.512000	40	29
0.512000	41	17
0.512000	42	15
0.512000	43	5
0.512000	44	3
0.512000	45	5
0.513000	2	9202
0.513000	3	5908
0.513000	4	4221
0.513000	5	3048
0.513000	6	2340
0.513000	7	1852
0.513000	8	1449
0.513000	9	1206
0.513000	10	1084
0.513000	11	848
0.513000	12	776
0.513000	13	696
0.513000	14	589
0.513000	15	588
0.513000	16	504
0.513000	17	473
0.513000	18	393
0.513000	19	375
0.513000	20	367
0.513000	21	321
0.513000	22	314
0.513000	23	269
0.513000	24	280
0.513000	25	233
0.513000	26	231
0.513000	27	221
0.513000	28	191
0.513000	29	160
0.513000	30	135
0.513000	31	140
0.513000	32	136
0.513000	33	115
0.513000	34	105
0.513000	35	90
0.513000	36	52
0.513000	37	52
0.513000	38	44
0.513000	39	34
0.513000	40	33
0.513000	41	17
0.513000	42	15
0.513000	43	7
0.513000	44	3
0.513000	45	5
0.514000	2	9152
0.514000	3	5876
0.514000	4	4208
0.514000	5	3030
0.514000	6	2340
0.514000	7	1843
0.514000	8	1441
0.514000	9	1201
0.514000	10	1084
0.514000	11	841
0.514000	12	770
0.514000	13	706
0.514000	14	589
0.514000	15	583
0.514000	16	505
0.514000	17	472
0.514000	18	391
0.514000	19	383
0.514000	20	370
0.514000	21	321
0.514000	22	317
0.514000	23	272
0.514000	24	279
0.514000	25	239
0.514000	26	230
0.514000	27	221
0.514000	28	199
0.514000	29	159
0.514000	30	139
0.514000	31	138
0.514000	32	141
0.514000	33	117
0.514000	34	108
0.514000	35	89
0.514000	36	56
0.514000	37	55
0.514000	38	45
0.514000	39	33
0.514000	40	36
0.514000	41	16
0.514000	42	15
0.514000	43	7
0.514000	44	4
0.514000	45	6
0.515000	2	9112
0.515000	3	5845
0.515000	4	4187
0.515000	5	3032
0.515000	6	2322
0.515000	7	1842
0.515000	8	1436
0.515000	9	1195
0.515000	10	1083
0.515000	11	847
0.515000	12	764
0.515000	13	703
0.515000	14	587
0.515000	15	584
0.515000	16	510
0.515000	17	479
0.515000	18	396
0.515000	19	383
0.515000	20	366
0.515000	21	323
0.515000	22	314
0.515000	23	272
0.515000	24	280
0.515000	25	239
0.515000	26	232
0.515000	27	216
0.515000	28	201
0.515000	29	168
0.515000	30	149
0.515000	31	131
0.515000	32	143
0.515000	33	126
0.515000	34	110
0.515000	35	88
0.515000	36	60
0.515000	37	55
0.515000	38	46
0.515000	39	35
0.515000	40	35
0.515000	41	16
0.515000	42	18
0.515000	43	7
0.515000	44	4
0.515000	45	6
0.516000	2	9039
0.516000	3	5823
0.516000	4	4163
0.516000	5	3025
0.516000	6	2307
0.516000	7	1837
0.516000	8	1436
0.516000	9	1187
0.516000	10	1074
0.516000	11	856
0.516000	12	759
0.516000	13	695
0.516000	14	573
0.516000	15	582
0.516000	16	525
0.516000	17	473
0.516000	18	405
0.516000	19	385
0.516000	20	370
0.516000	21	317
0.516000	22	313
0.516000	23	277
0.516000	24	282
0.516000	25	251
0.516000	26	234
0.516000	27	221
0.516000	28	203
0.516000	29	171
0.516000	30	153
0.516000	31	135
0.516000	32	140
0.516000	33	123
0.516000	34	112
0.516000	35	90
0.516000	36	62
0.516000	37	58
0.516000	38	49
0.516000	39	34
0.516000	40	39
0.516000	41	16
0.516000	42	18
0.516000	43	7
0.516000	44	4
0.516000	45	6
0.517000	2	8984
0.517000	3	5800
0.517000	4	4153
0.517000	5	3015
0.517000	6	2290
0.517000	7	1836
0.517000	8	1432
0.517000	9	1180
0.517000	10	1069
0.517000	11	863
0.517000	12	761
0.517000	13	682
0.517000	14	576
0.517000	15	584
0.517000	16	524
0.517000	17	477
0.517000	18	407
0.517000	19	388
0.517000	20	377
0.517000	21	314
0.517000	22	317
0.517000	23	277
0.517000	24	288
0.517000	25	252
0.517000	26	231
0.517000	27	218
0.517000	28	200
0.517000	29	183
0.517000	30	154
0.517000	31	133
0.517000	32	146
0.517000	33	126
0.517000	34	114
0.517000	35	90
0.517000	36	64
0.517000	37	62
0.517000	38	47
0.517000	39	36
0.517000	40	38
0.517000	41	18
0.517000	42	20
0.517000	43	7
0.517000	44	4
0.517000	45	7
0.518000	2	8932
0.518000	3	5776
0.518000	4	4129
0.518000	5	2996
0.518000	6	2282
0.518000	7	1831
0.518000	8	1426
0.518000	9	1185
0.518000	10	1067
0.518000	11	865
0.518000	12	761
0.518000	13	683
0.518000	14	580
0.518000	15	579
0.518000	16	516
0.518000	17	481
0.518000	18	412
0.518000	19	384
0.518000	20	377
0.518000	21	314
0.518000	22	313
0.518000	23	286
0.518000	24	297
0.518000	25	245
0.518000	26	228
0.518000	27	226
0.518000	28	206
0.518000	29	184
0.518000	30	156
0.518000	31	131
