2	34031908
3	19806728
4	12533926
5	8653826
6	6251218
7	4749508
8	3728514
9	3009639
10	2477897
11	2077838
12	1767096
13	1524867
14	1325237
15	1162039
16	1027104
17	917028
18	823213
19	740902
20	672416
21	612028
22	559935
23	513466
24	472766
25	437593
26	405687
27	377627
28	352134
29	328523
30	307481
31	289568
32	270859
33	254897
34	240768
35	227680
36	215549
37	204146
38	194014
39	184262
40	174613
41	167048
42	159901
43	152409
44	144956
45	139410
46	133391
47	127865
48	122579
49	117468
50	113687
51	108696
52	105385
53	100972
54	97142
55	93529
56	90246
57	87592
58	84590
59	81505
60	79042
61	76416
62	73704
63	72189
64	69420
65	67470
66	65733
67	63906
68	61967
69	59865
70	58254
71	56782
72	54923
73	53671
74	52402
75	50794
76	49626
77	48444
78	47142
79	46052
80	44711
81	43891
82	42673
83	41292
84	40408
85	39516
86	38536
87	37985
88	36755
89	36716
90	35177
91	34504
92	33729
93	32903
94	32532
95	31866
96	31385
97	30688
98	29796
99	29164
100	28688
101	28608
102	27867
103	27070
104	26177
105	26247
106	25665
107	25170
108	24547
109	24190
110	23716
111	23405
112	22725
113	22371
114	22094
115	21750
116	21642
117	21121
118	20765
119	20221
120	20080
121	19858
122	19408
123	19157
124	18724
125	18326
126	18236
127	17769
128	17602
129	17490
130	16984
131	16789
132	16457
133	16300
134	16088
135	15847
136	15496
137	15400
138	15183
139	14713
140	14742
141	14519
142	14229
143	14064
144	13940
145	13898
146	13569
147	13365
148	13159
149	12971
150	13059
151	12770
152	12699
153	12220
154	12411
155	11896
156	11951
157	11784
158	11559
159	11489
160	11292
161	11081
162	11088
163	10911
164	10625
165	10636
166	10519
167	10408
168	10125
169	10190
170	10080
171	9738
172	9850
173	9765
174	9733
175	9527
176	9192
177	9256
178	9035
179	9077
180	9023
181	8899
182	8688
183	8551
184	8685
185	8493
186	8401
187	8550
188	8242
189	8067
190	7887
191	7781
192	7962
193	7732
194	7735
195	7500
196	7400
197	7553
198	7375
199	7397
200	7273
201	7232
202	7129
203	7103
204	6952
205	6767
206	6934
207	6702
208	6604
209	6601
210	6663
211	6511
212	6535
213	6421
214	6248
215	6297
216	6040
217	6172
218	6189
219	6138
220	5966
221	5995
222	5864
223	5753
224	5759
225	5771
226	5679
227	5681
228	5525
229	5493
230	5412
231	5504
232	5297
233	5356
234	5366
235	5347
236	5238
237	5219
238	5057
239	5025
240	5074
241	5049
242	4930
243	4884
244	5016
245	4743
246	4818
247	4850
248	4739
249	4824
250	4713
251	4560
252	4531
253	4653
254	4460
255	4490
256	4489
257	4457
258	4416
259	4387
260	4271
261	4265
262	4267
263	4242
264	4142
265	4174
266	4102
267	4056
268	4085
269	4042
270	3990
271	3932
272	3934
273	4033
274	3847
275	3779
276	3836
277	3780
278	3841
279	3776
280	3790
281	3677
282	3694
283	3693
284	3635
285	3674
286	3631
287	3532
288	3448
289	3560
290	3576
291	3465
292	3443
293	3416
294	3383
295	3423
296	3368
297	3242
298	3279
299	3228
300	3111
301	3184
302	3173
303	3220
304	3126
305	3167
306	3092
307	3047
308	3056
309	3069
310	2960
311	3067
312	3019
313	3013
314	2946
315	2899
316	3071
317	2835
318	2892
319	2835
320	2875
321	2780
322	2777
323	2790
324	2755
325	2742
326	2741
327	2713
328	2654
329	2760
330	2646
331	2671
332	2652
333	2674
334	2558
335	2579
336	2651
337	2655
338	2619
339	2601
340	2617
341	2596
342	2497
343	2443
344	2450
345	2423
346	2456
347	2469
348	2463
349	2366
350	2413
351	2375
352	2363
353	2317
354	2349
355	2329
356	2340
357	2249
358	2397
359	2354
360	2232
361	2247
362	2223
363	2234
364	2184
365	2201
366	2326
367	2229
368	2147
369	2184
370	2078
371	2146
372	2099
373	2168
374	2069
375	2093
376	2172
377	2086
378	2023
379	2060
380	2052
381	2058
382	1985
383	2067
384	1957
385	2034
386	2057
387	1958
388	1928
389	1983
390	1965
391	1969
392	1872
393	1859
394	1827
395	1811
396	1852
397	1898
398	1838
399	1875
400	1808
401	1867
402	1737
403	1847
404	1873
405	1781
406	1808
407	1773
408	1818
409	1670
410	1816
411	1796
412	1717
413	1714
414	1744
415	1717
416	1754
417	1714
418	1598
419	1680
420	1687
421	1609
422	1668
423	1636
424	1697
425	1676
426	1625
427	1667
428	1602
429	1527
430	1643
431	1584
432	1541
433	1600
434	1583
435	1482
436	1574
437	1490
438	1530
439	1537
440	1519
441	1447
442	1510
443	1449
444	1539
445	1478
446	1446
447	1494
448	1466
449	1486
450	1483
451	1440
452	1433
453	1417
454	1414
455	1439
456	1417
457	1434
458	1443
459	1389
460	1426
461	1390
462	1332
463	1356
464	1404
465	1413
466	1314
467	1387
468	1319
469	1296
470	1376
471	1328
472	1299
473	1282
474	1252
475	1328
476	1358
477	1293
478	1337
479	1274
480	1216
481	1330
482	1262
483	1295
484	1297
485	1252
486	1212
487	1270
488	1204
489	1211
490	1234
491	1275
492	1197
493	1221
494	1242
495	1186
496	1179
497	1146
498	1146
499	1205
500	1224
501	1144
502	1197
503	1129
504	1143
505	1173
506	1133
507	1141
508	1150
509	1121
510	1119
511	1147
512	1157
513	1148
514	1130
515	1129
516	1086
517	1115
518	1078
519	1121
520	1126
521	1040
522	1115
523	1131
524	1062
525	1071
526	1051
527	1116
528	1016
529	1008
530	1129
531	1046
532	1065
533	1002
534	1092
535	1043
536	1003
537	1038
538	1007
539	956
540	1059
541	983
542	1020
543	1038
544	996
545	992
546	985
547	1018
548	962
549	987
550	1063
551	1004
552	960
553	1008
554	919
555	957
556	952
557	1028
558	926
559	971
560	939
561	923
562	955
563	957
564	1002
565	947
566	915
567	911
568	914
569	869
570	978
571	963
572	892
573	903
574	883
575	901
576	886
577	903
578	938
579	921
580	928
581	934
582	896
583	928
584	888
585	845
586	904
587	846
588	859
589	812
590	837
591	865
592	846
593	853
594	806
595	816
596	861
597	805
598	829
599	793
600	887
601	850
602	789
603	829
604	808
605	760
606	792
607	810
608	783
609	829
610	831
611	816
612	772
613	853
614	765
615	821
616	771
617	809
618	759
619	774
620	737
621	803
622	775
623	738
624	747
625	742
626	738
627	739
628	755
629	769
630	724
631	715
632	748
633	769
634	723
635	754
636	776
637	728
638	738
639	768
640	731
641	770
642	747
643	709
644	748
645	684
646	725
647	718
648	713
649	726
650	716
651	681
652	727
653	723
654	703
655	656
656	653
657	721
658	717
659	673
660	678
661	700
662	695
663	666
664	674
665	670
666	670
667	660
668	665
669	665
670	657
671	682
672	695
673	676
674	683
675	633
676	617
677	646
678	632
679	689
680	590
681	636
682	610
683	612
684	647
685	639
686	609
687	706
688	605
689	628
690	651
691	627
692	621
693	638
694	658
695	651
696	596
697	626
698	614
699	651
700	548
701	607
702	601
703	612
704	639
705	601
706	600
707	619
708	579
709	554
710	570
711	597
712	581
713	588
714	590
715	626
716	588
717	547
718	634
719	605
720	567
721	612
722	551
723	536
724	578
725	535
726	548
727	576
728	549
729	557
730	598
731	556
732	550
733	579
734	588
735	602
736	582
737	507
738	578
739	551
740	534
741	553
742	530
743	558
744	577
745	536
746	536
747	529
748	528
