0.560000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	1.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000
0.560040	10000000.000000	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	1.000000	-nan	10000000.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	-nan	10000000.000000
0.560080	10000000.000000	10000000.000000	10000000.000000	10000000.000000	0.000000	1.000000	10000000.000000	1.000000	10000000.000000	1.000000	0.000000	1.000000	10000000.000000	10000000.000000	0.000000	10000000.000000	10000000.000000	10000000.000000	0.366960	0.480769
0.560120	10000000.000000	1.000000	0.000000	10000000.000000	0.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	1.000000	-nan	10000000.000000	10000000.000000	1.000000	10000000.000000	1.000000	10000000.000000	1.000000
0.560160	10000000.000000	1.000000	-nan	10000000.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	0.138629	0.750000	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000
0.560200	-nan	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000
0.560240	10000000.000000	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	1.000000	0.277259	0.571429	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	1.000000
0.560280	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	0.000000	10000000.000000
0.560320	10000000.000000	1.000000	10000000.000000	1.000000	-nan	10000000.000000	10000000.000000	1.000000	10000000.000000	1.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	0.277259	0.571429
0.560360	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000
0.560401	10000000.000000	1.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	1.000000	0.277259	0.571429	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000
0.560441	10000000.000000	1.000000	-nan	10000000.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000
0.560481	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000
0.560521	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	1.000000	-nan	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000
0.560561	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	0.426552	0.428571	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	-nan	10000000.000000
0.560601	10000000.000000	1.000000	-nan	10000000.000000	10000000.000000	1.000000	-nan	10000000.000000	0.138629	0.750000	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	1.000000
0.560641	-nan	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	0.000000	1.000000	10000000.000000	1.000000
0.560681	0.138629	0.750000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	1.000000	0.000000	10000000.000000	0.000000	10000000.000000	10000000.000000	1.000000	10000000.000000	1.000000	10000000.000000	10000000.000000
0.560721	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	0.138629	0.750000	10000000.000000	10000000.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	1.000000
0.560761	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	1.000000	10000000.000000	1.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	1.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000
0.560801	10000000.000000	10000000.000000	10000000.000000	10000000.000000	0.053319	0.892857	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000
0.560841	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000
0.560881	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	1.000000	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000
0.560921	-nan	10000000.000000	-nan	10000000.000000	0.215115	0.644737	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	1.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	-nan	10000000.000000
0.560961	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	-nan	10000000.000000	-nan	10000000.000000
0.561001	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	1.000000	10000000.000000	10000000.000000
0.561041	10000000.000000	10000000.000000	10000000.000000	1.000000	-nan	10000000.000000	0.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	0.000000	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	-nan	10000000.000000
0.561081	10000000.000000	1.000000	1.386294	0.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	0.366960	0.480769	10000000.000000	10000000.000000	-nan	10000000.000000	10000000.000000	1.000000	0.053319	0.892857	10000000.000000	1.000000
0.561122	10000000.000000	1.000000	-nan	10000000.000000	-nan	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	10000000.000000	0.000000	1.000000	0.138629	0.750000	-nan	10000000.000000
