0.560000	111.642281	0.042220	82.972290	0.124081	96.931671	0.087448	92.159340	0.107971	91.694458	0.080468	75.702652	0.166489	112.345474	0.050739	76.351746	0.180058	83.568878	0.132809	77.200974	0.181335
0.560040	88.169350	0.112739	116.369759	0.078987	87.628822	0.120375	92.655495	0.057482	91.684380	0.094898	76.977364	0.186507	78.235443	0.149825	82.449799	0.150976	100.746117	0.043029	80.592110	0.175736
0.560080	65.564392	0.210936	85.313072	0.041593	77.904968	0.051719	92.462959	0.127259	104.256256	0.085171	106.601387	0.088243	85.635109	0.154359	79.779671	0.105825	79.895233	0.085384	95.841698	0.106484
0.560120	86.802856	0.088856	83.867424	0.114808	97.892731	0.075916	84.193871	0.136777	79.909874	0.142392	73.591812	0.153691	92.533897	0.097785	91.663803	0.101581	87.107445	0.097707	78.077904	0.143331
0.560160	93.504166	0.074640	73.236031	0.113949	81.523766	0.137911	127.150581	0.048787	100.510437	0.102110	102.626427	0.081994	71.098907	0.160845	78.628555	0.143898	103.180870	0.041555	76.874237	0.133739
0.560200	57.915943	0.219749	76.551720	0.132018	87.833748	0.065446	94.118294	0.061610	90.428627	0.081454	109.138626	0.077728	104.200333	0.094247	85.599327	0.081969	101.942940	0.039686	74.224632	0.139117
0.560240	87.429672	0.126096	92.455879	0.105699	72.071526	0.117922	105.332756	0.059116	107.004143	0.091607	99.432320	0.073564	111.937119	0.071688	91.359764	0.124465	102.095192	0.108467	90.175407	0.062239
0.560280	75.105583	0.139409	85.162582	0.107913	86.991730	0.114529	75.494186	0.091949	68.008591	0.171361	76.981293	0.119605	84.371056	0.096471	98.860069	0.082428	85.273834	0.102890	73.031578	0.178711
0.560320	64.889236	0.195586	72.505646	0.205193	97.451912	0.105214	76.803741	0.181309	83.570023	0.141282	80.378571	0.157383	95.431572	0.070770	77.109818	0.151840	97.790230	0.092625	84.600388	0.128739
0.560360	90.605888	0.100708	97.090477	0.079371	108.662704	0.075368	82.875000	0.131727	92.637131	0.078834	89.274391	0.146315	102.244652	0.103405	76.114799	0.134512	71.837349	0.114410	77.875504	0.097940
0.560401	86.925453	0.070169	94.308609	0.082031	86.391930	0.117779	107.350296	0.042096	83.785973	0.072608	89.921356	0.089911	92.931007	0.125137	95.340454	0.125958	87.823753	0.053431	95.675781	0.116116
