0.560000	7.197720	0.155072	5.562544	0.127457	7.514219	0.081467	4.456737	0.243392	3.474865	0.080965	4.899814	0.234414	3.359238	0.378053	5.640931	0.164580	5.784207	0.198936	2.075422	0.100931
0.560040	9.110187	0.189318	5.477798	0.140503	5.563307	0.135659	12.417410	0.052798	4.501533	0.037149	3.427278	0.256969	6.370580	0.147359	0.792017	0.722789	3.129662	0.384903	6.267320	0.090388
0.560080	3.710928	0.246337	2.267675	0.285549	3.080428	0.209197	2.124334	0.601757	4.223106	0.132397	1.664112	0.259549	6.099866	0.112616	2.320114	0.240885	3.799917	0.170871	6.483400	0.120149
0.560120	4.681296	0.204348	2.457297	0.507036	2.286719	0.466377	3.406687	0.157002	4.481915	0.186521	5.414585	0.110598	5.022429	0.159661	2.447641	0.499916	5.960045	0.122575	4.936832	0.123531
0.560160	4.327387	0.088867	3.905048	0.183241	6.412036	0.106925	5.506167	0.148591	5.119856	0.134703	6.724965	0.069303	6.216084	0.174489	4.878890	0.097662	4.230745	0.096162	8.494586	0.065816
0.560200	6.771762	0.183617	7.974360	0.094678	5.289114	0.214138	2.713837	0.329077	4.753779	0.210658	7.285525	0.124800	1.978671	0.465333	6.237485	0.134068	4.076323	0.137624	3.291805	0.277040
0.560240	3.043959	0.484338	2.248537	0.379594	5.964289	0.100662	5.468751	0.146773	5.049512	0.140933	3.908676	0.177184	4.788731	0.111047	3.912446	0.251206	3.545068	0.210286	1.927978	0.301793
0.560280	3.351295	0.252118	3.018792	0.260948	1.405443	0.431849	3.210672	0.275432	4.227074	0.269993	3.022773	0.262879	7.071653	0.105115	4.046921	0.334197	3.023108	0.083178	6.040075	0.149523
0.560320	3.475843	0.171890	4.323594	0.234513	2.401303	0.386550	6.285800	0.178253	5.564474	0.137276	2.451504	0.442080	2.743921	0.205053	7.480511	0.077987	0.610605	0.726654	3.375435	0.431977
0.560360	5.106806	0.173728	7.158386	0.118235	3.370664	0.141867	10.730021	0.074649	4.570096	0.190074	3.177830	0.186817	6.070079	0.118197	5.964421	0.114010	6.639359	0.055021	1.356716	0.402587
0.560401	2.498132	0.471720	2.125716	0.441787	4.544794	0.200406	5.209847	0.192040	4.848009	0.237219	5.762107	0.175233	2.585299	0.441304	3.654469	0.265500	5.311301	0.119752	8.725067	0.046624
