2	468751
3	280861
4	182084
5	126644
6	93704
7	72244
8	57467
9	47178
10	39266
11	33123
12	28842
13	24845
14	22029
15	19689
16	17457
17	15450
18	14075
19	12645
20	11780
21	10747
22	9989
23	9004
24	8458
25	7995
26	7420
27	6980
28	6358
29	6079
30	5756
31	5376
32	5080
33	4888
34	4626
35	4410
36	4089
37	3921
38	3841
39	3626
40	3450
41	3217
42	3264
43	3155
44	2919
45	2916
46	2681
47	2650
48	2574
49	2374
50	2319
51	2255
52	2162
53	2210
54	2035
55	2007
56	1958
57	1855
58	1829
59	1797
60	1698
61	1602
62	1655
63	1520
64	1496
65	1493
66	1438
67	1423
68	1393
69	1356
70	1329
71	1306
72	1268
73	1173
74	1228
75	1161
76	1131
77	1121
78	1079
79	1084
80	1037
81	1010
82	1011
83	958
84	929
85	918
86	930
87	887
88	905
89	832
90	860
91	877
92	791
93	809
94	772
95	775
96	761
97	739
98	760
99	729
100	727
101	759
102	668
103	679
104	638
105	639
106	636
107	604
108	625
109	602
110	611
111	588
112	587
113	619
114	560
115	547
116	599
117	537
118	538
119	522
120	558
121	495
122	465
123	505
124	486
125	485
126	458
127	485
128	456
129	450
130	476
131	413
132	396
133	398
134	438
135	425
136	411
137	409
138	395
139	394
140	411
141	369
142	363
143	368
144	373
145	371
146	370
147	336
148	386
149	373
150	335
151	344
152	358
153	316
154	353
155	317
156	332
157	376
158	320
159	338
160	340
161	318
162	320
163	309
164	304
165	287
166	304
167	301
168	325
169	275
170	294
171	309
172	300
173	257
174	294
175	274
176	306
177	259
178	255
179	259
180	254
181	230
182	255
183	263
184	220
185	233
186	258
187	214
188	212
189	233
190	239
191	211
192	236
193	239
194	216
195	223
196	216
197	232
198	202
199	236
200	206
201	228
202	214
203	229
204	218
205	193
206	221
207	225
208	202
209	210
210	187
211	226
212	215
213	168
214	197
215	181
216	198
217	177
218	188
219	195
220	167
221	174
222	176
223	173
224	192
225	172
226	183
227	183
228	171
229	196
230	166
231	171
232	191
233	152
234	176
235	158
236	156
237	165
238	154
239	177
240	169
241	177
242	152
243	146
244	148
245	148
246	155
247	151
248	156
249	144
250	150
251	154
252	169
253	142
254	155
255	158
256	117
257	148
258	142
259	132
260	140
261	167
262	146
263	127
264	140
265	160
266	119
267	122
268	141
269	130
270	152
271	140
272	145
273	120
274	140
275	131
276	139
277	127
278	117
279	156
280	110
281	110
282	119
283	133
284	141
285	118
286	114
287	110
288	125
289	129
290	144
291	121
292	109
293	105
294	129
295	125
296	94
297	94
298	115
299	113
300	113
301	101
302	102
303	96
304	106
305	82
306	77
307	112
308	119
309	112
310	114
311	107
312	98
313	117
314	104
315	91
316	94
317	107
318	111
319	106
320	101
321	89
322	109
323	95
324	93
325	93
326	101
327	104
328	101
329	92
330	87
331	92
332	102
333	83
334	96
335	102
336	92
337	95
338	96
339	112
340	92
341	75
342	84
343	109
344	83
345	80
346	87
347	83
348	95
349	94
350	78
351	102
352	73
353	96
354	84
355	80
356	86
357	92
358	90
359	84
360	89
361	79
362	92
363	71
364	80
365	68
366	78
367	88
368	73
369	74
370	85
371	75
372	81
373	77
374	61
375	73
376	78
377	80
378	80
379	60
380	60
381	93
382	76
383	80
384	91
385	80
386	76
387	66
388	71
389	78
390	71
391	74
392	86
393	86
394	59
395	66
396	74
397	81
398	70
399	65
400	78
401	74
402	77
403	61
404	80
405	69
406	52
407	65
408	66
409	66
410	69
411	69
412	67
413	75
414	70
415	63
416	67
417	68
418	69
419	69
420	54
421	77
422	66
423	77
424	64
425	57
